StudentID,Major,Credits,GPA,Address.Street,Address.City,Address.State,Address.Zip,Address
1000845,EDU,101,3.18,5676 B St,Annville,PA,17003,"5676 B St, Annville, PA 17003"
1000846,ACT,102,3.69,8827 R St,Annville,PA,17003,"8827 R St, Annville, PA 17003"
1000847,BUS,100,3.13,9123 Z St,Annville,PA,17003,"9123 Z St, Annville, PA 17003"
1000848,PSY,70,2.85,7704 O St,Annville,PA,17003,"7704 O St, Annville, PA 17003"
1000849,EDU,17,3.85,576 Q St,Annville,PA,17003,"576 Q St, Annville, PA 17003"
1000850,MSC,44,2.99,407 H St,Annville,PA,17003,"407 H St, Annville, PA 17003"
1000851,EDU,99,2.75,345 C St,Annville,PA,17003,"345 C St, Annville, PA 17003"
1000852,EDU,103,2.83,2581 N St,Annville,PA,17003,"2581 N St, Annville, PA 17003"
1000853,BUS,102,2.94,3278 L St,Annville,PA,17003,"3278 L St, Annville, PA 17003"
1000854,MSC,30,3.29,528 V St,Annville,PA,17003,"528 V St, Annville, PA 17003"
1000855,ACT,32,3.34,2220 C St,Annville,PA,17003,"2220 C St, Annville, PA 17003"
1000856,EDU,102,2.80,6432 B St,Annville,PA,17003,"6432 B St, Annville, PA 17003"
1000857,PSY,45,3.30,7488 S St,Annville,PA,17003,"7488 S St, Annville, PA 17003"
1000858,CHM,17,2.72,1809 I St,Annville,PA,17003,"1809 I St, Annville, PA 17003"
1000859,PSY,100,2.90,7472 T St,Annville,PA,17003,"7472 T St, Annville, PA 17003"
1000860,EDU,101,3.58,2700 P St,Annville,PA,17003,"2700 P St, Annville, PA 17003"
1000861,EDU,86,3.18,2640 I St,Annville,PA,17003,"2640 I St, Annville, PA 17003"
1000862,EDU,86,3.52,4620 K St,Annville,PA,17003,"4620 K St, Annville, PA 17003"
1000863,PSY,100,3.09,556 X St,Annville,PA,17003,"556 X St, Annville, PA 17003"
1000864,EDU,58,2.75,1580 F St,Annville,PA,17003,"1580 F St, Annville, PA 17003"
1000865,ASC,102,2.88,7275 G St,Annville,PA,17003,"7275 G St, Annville, PA 17003"
1000866,CDS,45,3.24,9995 J St,Annville,PA,17003,"9995 J St, Annville, PA 17003"
1000867,BIO,46,3.14,4120 T St,Annville,PA,17003,"4120 T St, Annville, PA 17003"
1000868,PSY,45,3.48,5351 O St,Annville,PA,17003,"5351 O St, Annville, PA 17003"
1000869,CDS,31,2.24,4604 M St,Annville,PA,17003,"4604 M St, Annville, PA 17003"
1000870,EDU,31,2.87,8560 W St,Annville,PA,17003,"8560 W St, Annville, PA 17003"
1000871,ASC,86,3.64,6452 O St,Annville,PA,17003,"6452 O St, Annville, PA 17003"
1000872,BUS,32,3.27,8690 U St,Annville,PA,17003,"8690 U St, Annville, PA 17003"
1000873,BIO,60,2.53,4951 B St,Annville,PA,17003,"4951 B St, Annville, PA 17003"
1000874,PSY,100,2.95,1305 T St,Annville,PA,17003,"1305 T St, Annville, PA 17003"
1000875,EDU,30,3.85,3657 B St,Annville,PA,17003,"3657 B St, Annville, PA 17003"
1000876,PSY,29,2.82,8619 S St,Annville,PA,17003,"8619 S St, Annville, PA 17003"
1000877,MSC,59,3.86,6362 V St,Annville,PA,17003,"6362 V St, Annville, PA 17003"
1000878,PSY,16,3.21,7717 Q St,Annville,PA,17003,"7717 Q St, Annville, PA 17003"
1000879,GLB,60,3.25,7796 W St,Annville,PA,17003,"7796 W St, Annville, PA 17003"
1000880,PSY,45,3.20,6421 S St,Annville,PA,17003,"6421 S St, Annville, PA 17003"
1000881,EDU,87,3.90,6984 D St,Annville,PA,17003,"6984 D St, Annville, PA 17003"
1000882,BUS,44,3.25,4163 A St,Annville,PA,17003,"4163 A St, Annville, PA 17003"
1000883,BUS,32,2.33,1197 D St,Annville,PA,17003,"1197 D St, Annville, PA 17003"
1000884,ASC,31,3.41,4338 C St,Annville,PA,17003,"4338 C St, Annville, PA 17003"
1000885,MSC,31,3.07,9237 J St,Annville,PA,17003,"9237 J St, Annville, PA 17003"
1000886,EDU,103,3.78,4057 C St,Annville,PA,17003,"4057 C St, Annville, PA 17003"
1000887,EDU,29,2.85,1183 Z St,Annville,PA,17003,"1183 Z St, Annville, PA 17003"
1000888,ACT,72,2.70,8911 U St,Annville,PA,17003,"8911 U St, Annville, PA 17003"
1000889,EDU,17,3.00,3751 F St,Annville,PA,17003,"3751 F St, Annville, PA 17003"
1000890,HIS,44,2.70,9412 L St,Annville,PA,17003,"9412 L St, Annville, PA 17003"
1000891,BIO,74,3.06,8035 C St,Annville,PA,17003,"8035 C St, Annville, PA 17003"
1000892,GLB,87,3.10,2382 J St,Annville,PA,17003,"2382 J St, Annville, PA 17003"
1000893,EDU,86,2.89,9074 I St,Annville,PA,17003,"9074 I St, Annville, PA 17003"
1000894,BIO,58,2.75,4247 K St,Annville,PA,17003,"4247 K St, Annville, PA 17003"
1000895,EDU,86,3.98,7118 R St,Annville,PA,17003,"7118 R St, Annville, PA 17003"
1000896,SPA,87,3.75,9062 I St,Annville,PA,17003,"9062 I St, Annville, PA 17003"
1000897,MSC,17,3.49,4308 F St,Annville,PA,17003,"4308 F St, Annville, PA 17003"
1000898,BUS,57,2.55,2764 I St,Annville,PA,17003,"2764 I St, Annville, PA 17003"
1000899,EDU,73,3.20,6474 H St,Annville,PA,17003,"6474 H St, Annville, PA 17003"
1000900,EDU,74,3.41,3271 U St,Annville,PA,17003,"3271 U St, Annville, PA 17003"
1000901,PSY,28,3.07,9320 P St,Annville,PA,17003,"9320 P St, Annville, PA 17003"
1000902,SPA,29,2.96,349 J St,Annville,PA,17003,"349 J St, Annville, PA 17003"
1000903,PSY,57,3.52,4781 K St,Annville,PA,17003,"4781 K St, Annville, PA 17003"
1000904,PSY,74,3.36,5794 X St,Annville,PA,17003,"5794 X St, Annville, PA 17003"
1000905,ENG,100,3.98,8447 K St,Annville,PA,17003,"8447 K St, Annville, PA 17003"
1000906,GLB,73,3.25,4226 I St,Annville,PA,17003,"4226 I St, Annville, PA 17003"
1000907,BIO,17,2.98,4901 X St,Annville,PA,17003,"4901 X St, Annville, PA 17003"
1000908,REL,60,3.55,675 H St,Annville,PA,17003,"675 H St, Annville, PA 17003"
1000909,ACT,32,3.07,7036 U St,Annville,PA,17003,"7036 U St, Annville, PA 17003"
1000910,ASC,45,3.56,6947 B St,Annville,PA,17003,"6947 B St, Annville, PA 17003"
1000911,MSC,102,3.22,2237 D St,Annville,PA,17003,"2237 D St, Annville, PA 17003"
1000912,PSY,74,3.61,1401 G St,Annville,PA,17003,"1401 G St, Annville, PA 17003"
1000913,PSY,100,2.94,7186 V St,Annville,PA,17003,"7186 V St, Annville, PA 17003"
1000914,BUS,30,2.47,7445 D St,Annville,PA,17003,"7445 D St, Annville, PA 17003"
1000915,CDS,56,2.47,8458 D St,Annville,PA,17003,"8458 D St, Annville, PA 17003"
1000916,CDS,88,2.67,8421 T St,Annville,PA,17003,"8421 T St, Annville, PA 17003"
1000917,POL,43,3.49,3791 B St,Annville,PA,17003,"3791 B St, Annville, PA 17003"
1000918,GLB,30,2.84,1917 O St,Annville,PA,17003,"1917 O St, Annville, PA 17003"
1000919,EDU,29,4.00,7350 Y St,Annville,PA,17003,"7350 Y St, Annville, PA 17003"
1000920,ACT,60,2.25,4116 F St,Annville,PA,17003,"4116 F St, Annville, PA 17003"
1000921,BUS,58,2.86,6405 R St,Annville,PA,17003,"6405 R St, Annville, PA 17003"
1000922,ACT,99,3.26,5476 N St,Annville,PA,17003,"5476 N St, Annville, PA 17003"
1000923,PSY,88,3.56,6346 L St,Annville,PA,17003,"6346 L St, Annville, PA 17003"
1000924,EDU,99,3.39,7135 R St,Annville,PA,17003,"7135 R St, Annville, PA 17003"
1000925,EDU,100,3.86,5985 L St,Annville,PA,17003,"5985 L St, Annville, PA 17003"
1000926,BIO,72,3.14,4277 Y St,Annville,PA,17003,"4277 Y St, Annville, PA 17003"
1000927,PSY,14,3.53,8447 E St,Annville,PA,17003,"8447 E St, Annville, PA 17003"
1000928,ACT,102,2.79,8869 R St,Annville,PA,17003,"8869 R St, Annville, PA 17003"
1000929,PSY,30,2.96,1779 A St,Annville,PA,17003,"1779 A St, Annville, PA 17003"
1000930,MSC,58,3.36,7444 V St,Annville,PA,17003,"7444 V St, Annville, PA 17003"
1000931,PSY,43,3.71,6478 K St,Annville,PA,17003,"6478 K St, Annville, PA 17003"
1000932,EDU,17,3.30,4929 B St,Annville,PA,17003,"4929 B St, Annville, PA 17003"
1000933,EDU,73,3.28,625 Q St,Annville,PA,17003,"625 Q St, Annville, PA 17003"
1000934,PSY,43,3.40,7616 V St,Annville,PA,17003,"7616 V St, Annville, PA 17003"
1000935,FRN,86,3.12,7459 B St,Annville,PA,17003,"7459 B St, Annville, PA 17003"
1000936,PSY,44,3.16,4115 V St,Annville,PA,17003,"4115 V St, Annville, PA 17003"
1000937,BIO,73,3.30,3554 M St,Annville,PA,17003,"3554 M St, Annville, PA 17003"
1000938,ENG,30,3.44,3927 V St,Annville,PA,17003,"3927 V St, Annville, PA 17003"
1000939,ACT,100,3.07,4753 Y St,Annville,PA,17003,"4753 Y St, Annville, PA 17003"
1000940,CDS,44,2.24,3898 Q St,Annville,PA,17003,"3898 Q St, Annville, PA 17003"
1000941,MSC,31,3.71,8661 A St,Annville,PA,17003,"8661 A St, Annville, PA 17003"
1000942,PSY,29,2.51,544 N St,Annville,PA,17003,"544 N St, Annville, PA 17003"
1000943,ECN,17,2.75,4421 B St,Annville,PA,17003,"4421 B St, Annville, PA 17003"
1000944,MSC,45,3.60,2676 J St,Annville,PA,17003,"2676 J St, Annville, PA 17003"
1000945,EDU,33,2.75,5104 Q St,Annville,PA,17003,"5104 Q St, Annville, PA 17003"
1000946,EDU,44,2.49,2828 A St,Annville,PA,17003,"2828 A St, Annville, PA 17003"
1000947,PSY,101,4.00,8870 F St,Annville,PA,17003,"8870 F St, Annville, PA 17003"
1000948,PSY,43,2.67,3272 F St,Annville,PA,17003,"3272 F St, Annville, PA 17003"
1000949,PSY,15,3.12,9009 J St,Annville,PA,17003,"9009 J St, Annville, PA 17003"
1000950,BIO,58,2.68,9283 T St,Annville,PA,17003,"9283 T St, Annville, PA 17003"
1000951,EDU,15,3.86,7144 I St,Annville,PA,17003,"7144 I St, Annville, PA 17003"
1000952,PSY,100,3.66,6137 N St,Annville,PA,17003,"6137 N St, Annville, PA 17003"
1000953,EDU,88,3.10,2770 E St,Annville,PA,17003,"2770 E St, Annville, PA 17003"
1000954,ASC,87,3.17,398 H St,Annville,PA,17003,"398 H St, Annville, PA 17003"
1000955,MSC,87,3.40,2793 I St,Annville,PA,17003,"2793 I St, Annville, PA 17003"
1000956,PSY,85,3.44,2849 F St,Annville,PA,17003,"2849 F St, Annville, PA 17003"
1000957,BIO,15,3.30,2856 Y St,Annville,PA,17003,"2856 Y St, Annville, PA 17003"
1000958,EDU,72,2.82,2784 D St,Annville,PA,17003,"2784 D St, Annville, PA 17003"
1000959,ASC,72,2.71,3844 W St,Annville,PA,17003,"3844 W St, Annville, PA 17003"
1000960,ACT,73,3.17,3565 C St,Annville,PA,17003,"3565 C St, Annville, PA 17003"
1000961,PHL,30,2.97,1583 N St,Annville,PA,17003,"1583 N St, Annville, PA 17003"
1000962,POL,71,3.07,1822 T St,Annville,PA,17003,"1822 T St, Annville, PA 17003"
1000963,BUS,73,2.21,5694 E St,Annville,PA,17003,"5694 E St, Annville, PA 17003"
1000964,HIS,45,2.98,105 I St,Annville,PA,17003,"105 I St, Annville, PA 17003"
1000965,MSC,59,3.22,3279 T St,Annville,PA,17003,"3279 T St, Annville, PA 17003"
1000966,HIS,58,3.61,8974 Y St,Annville,PA,17003,"8974 Y St, Annville, PA 17003"
1000967,ASC,86,2.43,7067 U St,Annville,PA,17003,"7067 U St, Annville, PA 17003"
1000968,PSY,100,3.54,8392 N St,Annville,PA,17003,"8392 N St, Annville, PA 17003"
1000969,PHL,59,3.77,7355 C St,Annville,PA,17003,"7355 C St, Annville, PA 17003"
1000970,PHL,60,3.69,70 X St,Annville,PA,17003,"70 X St, Annville, PA 17003"
1000971,PSY,45,3.19,7094 B St,Annville,PA,17003,"7094 B St, Annville, PA 17003"
1000972,ACT,43,3.12,9174 E St,Annville,PA,17003,"9174 E St, Annville, PA 17003"
1000973,ENG,59,3.38,6355 N St,Annville,PA,17003,"6355 N St, Annville, PA 17003"
1000974,EDU,45,2.80,1811 M St,Annville,PA,17003,"1811 M St, Annville, PA 17003"
1000975,MSC,15,3.69,1000 X St,Annville,PA,17003,"1000 X St, Annville, PA 17003"
1000976,ACT,17,3.22,7378 D St,Annville,PA,17003,"7378 D St, Annville, PA 17003"
1000977,SPA,45,3.05,643 Q St,Annville,PA,17003,"643 Q St, Annville, PA 17003"
1000978,MSC,45,4.00,9853 N St,Annville,PA,17003,"9853 N St, Annville, PA 17003"
1000979,MSC,46,3.59,9030 A St,Annville,PA,17003,"9030 A St, Annville, PA 17003"
1000980,ACT,99,3.23,9451 T St,Annville,PA,17003,"9451 T St, Annville, PA 17003"
1000981,MSC,89,3.37,9297 K St,Annville,PA,17003,"9297 K St, Annville, PA 17003"
1000982,BIO,32,2.58,189 M St,Annville,PA,17003,"189 M St, Annville, PA 17003"
1000983,BIO,99,2.63,388 M St,Annville,PA,17003,"388 M St, Annville, PA 17003"
1000984,PSY,99,3.60,6133 P St,Annville,PA,17003,"6133 P St, Annville, PA 17003"
1000985,MSC,58,3.68,1371 W St,Annville,PA,17003,"1371 W St, Annville, PA 17003"
1000986,ACT,60,3.36,4942 P St,Annville,PA,17003,"4942 P St, Annville, PA 17003"
1000987,SPA,101,3.53,9897 S St,Annville,PA,17003,"9897 S St, Annville, PA 17003"
1000988,BUS,102,2.71,2864 I St,Annville,PA,17003,"2864 I St, Annville, PA 17003"
1000989,BUS,100,2.66,49 Y St,Annville,PA,17003,"49 Y St, Annville, PA 17003"
1000990,BIO,99,3.19,6570 J St,Annville,PA,17003,"6570 J St, Annville, PA 17003"
1000991,MSC,31,3.70,9255 L St,Annville,PA,17003,"9255 L St, Annville, PA 17003"
1000992,PHL,30,3.13,5080 A St,Annville,PA,17003,"5080 A St, Annville, PA 17003"
1000993,EDU,87,3.86,771 Q St,Annville,PA,17003,"771 Q St, Annville, PA 17003"
1000994,PSY,29,3.39,9793 I St,Annville,PA,17003,"9793 I St, Annville, PA 17003"
1000995,MSC,32,3.21,2750 T St,Annville,PA,17003,"2750 T St, Annville, PA 17003"
1000996,MSC,101,3.75,9638 I St,Annville,PA,17003,"9638 I St, Annville, PA 17003"
1000997,PSY,73,2.86,918 G St,Annville,PA,17003,"918 G St, Annville, PA 17003"
1000998,BIO,17,2.69,2786 B St,Annville,PA,17003,"2786 B St, Annville, PA 17003"
1000999,BIO,87,2.54,3192 N St,Annville,PA,17003,"3192 N St, Annville, PA 17003"
1001000,ACT,58,2.27,4927 Y St,Annville,PA,17003,"4927 Y St, Annville, PA 17003"
1001001,EDU,87,2.81,9566 M St,Annville,PA,17003,"9566 M St, Annville, PA 17003"
1001002,PSY,31,3.55,7044 B St,Annville,PA,17003,"7044 B St, Annville, PA 17003"
1001003,EDU,16,3.76,9886 V St,Annville,PA,17003,"9886 V St, Annville, PA 17003"
1001004,PSY,100,2.75,4220 K St,Annville,PA,17003,"4220 K St, Annville, PA 17003"
1001005,CDS,47,1.93,3429 B St,Annville,PA,17003,"3429 B St, Annville, PA 17003"
1001006,ASC,31,3.05,3127 K St,Annville,PA,17003,"3127 K St, Annville, PA 17003"
1001007,ASC,100,3.05,4037 X St,Annville,PA,17003,"4037 X St, Annville, PA 17003"
1001008,BUS,32,2.81,145 T St,Annville,PA,17003,"145 T St, Annville, PA 17003"
1001009,PSY,72,3.62,1247 L St,Annville,PA,17003,"1247 L St, Annville, PA 17003"
1001010,BIO,72,2.53,1469 J St,Annville,PA,17003,"1469 J St, Annville, PA 17003"
1001011,EDU,18,2.97,2695 M St,Annville,PA,17003,"2695 M St, Annville, PA 17003"
1001012,ACT,73,3.31,4751 S St,Annville,PA,17003,"4751 S St, Annville, PA 17003"
1001013,HIS,46,2.60,65 C St,Annville,PA,17003,"65 C St, Annville, PA 17003"
1001014,PSY,15,3.16,7392 J St,Annville,PA,17003,"7392 J St, Annville, PA 17003"
1001015,PSY,87,2.99,4723 J St,Annville,PA,17003,"4723 J St, Annville, PA 17003"
1001016,BUS,57,2.99,4786 A St,Annville,PA,17003,"4786 A St, Annville, PA 17003"
1001017,EDU,17,3.51,2034 I St,Annville,PA,17003,"2034 I St, Annville, PA 17003"
1001018,ASC,88,2.40,163 H St,Annville,PA,17003,"163 H St, Annville, PA 17003"
1001019,MSC,71,2.95,7654 I St,Annville,PA,17003,"7654 I St, Annville, PA 17003"
1001020,ECN,102,3.02,2385 C St,Annville,PA,17003,"2385 C St, Annville, PA 17003"
1001021,PSY,31,3.70,9374 A St,Annville,PA,17003,"9374 A St, Annville, PA 17003"
1001022,EDU,56,3.54,2104 V St,Annville,PA,17003,"2104 V St, Annville, PA 17003"
1001023,MSC,86,3.68,793 U St,Annville,PA,17003,"793 U St, Annville, PA 17003"
1001024,REL,60,4.00,508 V St,Annville,PA,17003,"508 V St, Annville, PA 17003"
1001025,EDU,73,2.99,9500 Z St,Annville,PA,17003,"9500 Z St, Annville, PA 17003"
1001026,PSY,99,3.06,694 S St,Annville,PA,17003,"694 S St, Annville, PA 17003"
1001027,BIO,46,2.69,5699 I St,Annville,PA,17003,"5699 I St, Annville, PA 17003"
1001028,BUS,87,3.29,974 T St,Annville,PA,17003,"974 T St, Annville, PA 17003"
1001029,PSY,43,2.83,8495 W St,Annville,PA,17003,"8495 W St, Annville, PA 17003"
1001030,BIO,101,3.40,5692 W St,Annville,PA,17003,"5692 W St, Annville, PA 17003"
1001031,GLB,58,3.39,649 P St,Annville,PA,17003,"649 P St, Annville, PA 17003"
1001032,MSC,86,3.96,6032 H St,Annville,PA,17003,"6032 H St, Annville, PA 17003"
1001033,BUS,17,3.38,6601 X St,Annville,PA,17003,"6601 X St, Annville, PA 17003"
1001034,MSC,45,3.31,2367 Q St,Annville,PA,17003,"2367 Q St, Annville, PA 17003"
1001035,ASC,72,2.85,2367 S St,Annville,PA,17003,"2367 S St, Annville, PA 17003"
1001036,SPA,71,3.61,1111 K St,Annville,PA,17003,"1111 K St, Annville, PA 17003"
1001037,MSC,71,3.07,9177 N St,Annville,PA,17003,"9177 N St, Annville, PA 17003"
1001038,EDU,71,2.77,3573 I St,Annville,PA,17003,"3573 I St, Annville, PA 17003"
1001039,BUS,30,2.60,7385 M St,Annville,PA,17003,"7385 M St, Annville, PA 17003"
1001040,MSC,56,2.62,1530 B St,Annville,PA,17003,"1530 B St, Annville, PA 17003"
1001041,EDU,100,3.53,1273 F St,Annville,PA,17003,"1273 F St, Annville, PA 17003"
1001042,HIS,102,2.98,7327 T St,Annville,PA,17003,"7327 T St, Annville, PA 17003"
1001043,ASC,30,2.88,402 N St,Annville,PA,17003,"402 N St, Annville, PA 17003"
1001044,MSC,59,3.81,4316 Y St,Annville,PA,17003,"4316 Y St, Annville, PA 17003"
1001045,PHY,16,3.39,2444 E St,Annville,PA,17003,"2444 E St, Annville, PA 17003"
1001046,EDU,58,3.20,3225 B St,Annville,PA,17003,"3225 B St, Annville, PA 17003"
1001047,PSY,46,3.13,4257 R St,Annville,PA,17003,"4257 R St, Annville, PA 17003"
1001048,PHL,31,3.24,5505 V St,Annville,PA,17003,"5505 V St, Annville, PA 17003"
1001049,HIS,100,3.52,9886 N St,Annville,PA,17003,"9886 N St, Annville, PA 17003"
1001050,PSY,86,3.99,5969 E St,Annville,PA,17003,"5969 E St, Annville, PA 17003"
1001051,ECN,43,3.15,7498 Y St,Annville,PA,17003,"7498 Y St, Annville, PA 17003"
1001052,BIO,18,2.51,2445 Y St,Annville,PA,17003,"2445 Y St, Annville, PA 17003"
1001053,POL,100,3.02,9483 K St,Annville,PA,17003,"9483 K St, Annville, PA 17003"
1001054,ASC,86,2.98,1171 E St,Annville,PA,17003,"1171 E St, Annville, PA 17003"
1001055,EDU,74,3.38,1868 G St,Annville,PA,17003,"1868 G St, Annville, PA 17003"
1001056,MSC,15,3.59,2835 H St,Annville,PA,17003,"2835 H St, Annville, PA 17003"
1001057,EDU,61,3.94,4210 B St,Annville,PA,17003,"4210 B St, Annville, PA 17003"
1001058,EDU,100,2.95,8059 N St,Annville,PA,17003,"8059 N St, Annville, PA 17003"
1001059,PSY,86,2.47,8048 P St,Annville,PA,17003,"8048 P St, Annville, PA 17003"
1001060,BUS,15,3.03,5823 G St,Annville,PA,17003,"5823 G St, Annville, PA 17003"
1001061,ASC,14,2.77,9480 A St,Annville,PA,17003,"9480 A St, Annville, PA 17003"
1001062,BIO,72,2.95,9669 A St,Annville,PA,17003,"9669 A St, Annville, PA 17003"
1001063,BIO,74,3.78,2529 S St,Annville,PA,17003,"2529 S St, Annville, PA 17003"
1001064,BIO,58,3.04,8939 I St,Annville,PA,17003,"8939 I St, Annville, PA 17003"
1001065,BUS,59,3.31,5719 A St,Annville,PA,17003,"5719 A St, Annville, PA 17003"
1001066,PSY,43,2.89,2729 Y St,Annville,PA,17003,"2729 Y St, Annville, PA 17003"
1001067,BUS,101,2.75,9325 Z St,Annville,PA,17003,"9325 Z St, Annville, PA 17003"
1001068,CDS,101,2.43,5974 N St,Annville,PA,17003,"5974 N St, Annville, PA 17003"
1001069,ENG,99,3.09,3409 C St,Annville,PA,17003,"3409 C St, Annville, PA 17003"
1001070,POL,44,3.10,6869 X St,Annville,PA,17003,"6869 X St, Annville, PA 17003"
1001071,MSC,58,3.01,4841 A St,Annville,PA,17003,"4841 A St, Annville, PA 17003"
1001072,SPA,101,2.65,3965 U St,Annville,PA,17003,"3965 U St, Annville, PA 17003"
1001073,SPA,87,4.00,9095 L St,Annville,PA,17003,"9095 L St, Annville, PA 17003"
1001074,MSC,44,3.81,1403 Q St,Annville,PA,17003,"1403 Q St, Annville, PA 17003"
1001075,CHM,85,2.76,5048 K St,Annville,PA,17003,"5048 K St, Annville, PA 17003"
1001076,PHY,85,3.53,8719 M St,Annville,PA,17003,"8719 M St, Annville, PA 17003"
1001077,SPA,32,2.77,765 C St,Annville,PA,17003,"765 C St, Annville, PA 17003"
1001078,ENG,44,3.37,3587 Y St,Annville,PA,17003,"3587 Y St, Annville, PA 17003"
1001079,MSC,84,3.72,1916 R St,Annville,PA,17003,"1916 R St, Annville, PA 17003"
1001080,EDU,30,2.26,876 T St,Annville,PA,17003,"876 T St, Annville, PA 17003"
1001081,CDS,16,1.67,9467 N St,Annville,PA,17003,"9467 N St, Annville, PA 17003"
1001082,PSY,62,3.70,7004 W St,Annville,PA,17003,"7004 W St, Annville, PA 17003"
1001083,BUS,43,3.22,9748 D St,Annville,PA,17003,"9748 D St, Annville, PA 17003"
1001084,EDU,46,2.53,3913 Q St,Annville,PA,17003,"3913 Q St, Annville, PA 17003"
1001085,BIO,45,2.99,2850 U St,Annville,PA,17003,"2850 U St, Annville, PA 17003"
1001086,PSY,86,2.97,1214 H St,Annville,PA,17003,"1214 H St, Annville, PA 17003"
1001087,PSY,15,3.21,1421 K St,Annville,PA,17003,"1421 K St, Annville, PA 17003"
1001088,BIO,100,2.58,1784 L St,Annville,PA,17003,"1784 L St, Annville, PA 17003"
1001089,BIO,32,3.58,3805 E St,Annville,PA,17003,"3805 E St, Annville, PA 17003"
1001090,PSY,30,3.24,865 H St,Annville,PA,17003,"865 H St, Annville, PA 17003"
1001091,EDU,86,2.77,8263 H St,Annville,PA,17003,"8263 H St, Annville, PA 17003"
1001092,BUS,16,4.00,3326 C St,Annville,PA,17003,"3326 C St, Annville, PA 17003"
1001093,BUS,73,3.13,4350 P St,Annville,PA,17003,"4350 P St, Annville, PA 17003"
1001094,PSY,72,2.73,3656 Y St,Annville,PA,17003,"3656 Y St, Annville, PA 17003"
1001095,ACT,44,3.08,4389 E St,Annville,PA,17003,"4389 E St, Annville, PA 17003"
1001096,SPA,87,3.56,9677 Y St,Annville,PA,17003,"9677 Y St, Annville, PA 17003"
1001097,GMN,87,3.53,6733 M St,Annville,PA,17003,"6733 M St, Annville, PA 17003"
1001098,BIO,72,2.82,881 B St,Annville,PA,17003,"881 B St, Annville, PA 17003"
1001099,EDU,16,3.34,6674 W St,Annville,PA,17003,"6674 W St, Annville, PA 17003"
1001100,MAS,45,2.02,8186 N St,Annville,PA,17003,"8186 N St, Annville, PA 17003"
1001101,EDU,17,3.22,777 C St,Annville,PA,17003,"777 C St, Annville, PA 17003"
1001102,PSY,102,2.86,7868 A St,Annville,PA,17003,"7868 A St, Annville, PA 17003"
1001103,ASC,18,3.48,1595 F St,Annville,PA,17003,"1595 F St, Annville, PA 17003"
1001104,EDU,30,3.74,3235 M St,Annville,PA,17003,"3235 M St, Annville, PA 17003"
1001105,BUS,60,2.76,4108 B St,Annville,PA,17003,"4108 B St, Annville, PA 17003"
1001106,BIO,100,2.85,271 J St,Annville,PA,17003,"271 J St, Annville, PA 17003"
1001107,EDU,30,2.25,1908 B St,Annville,PA,17003,"1908 B St, Annville, PA 17003"
1001108,CDS,45,2.61,673 X St,Annville,PA,17003,"673 X St, Annville, PA 17003"
1001109,BUS,87,3.28,6679 O St,Annville,PA,17003,"6679 O St, Annville, PA 17003"
1001110,BIO,17,2.85,8453 J St,Annville,PA,17003,"8453 J St, Annville, PA 17003"
1001111,PSY,101,2.95,6661 W St,Annville,PA,17003,"6661 W St, Annville, PA 17003"
1001112,ASC,73,2.34,1871 H St,Annville,PA,17003,"1871 H St, Annville, PA 17003"
1001113,PSY,72,2.91,1643 F St,Annville,PA,17003,"1643 F St, Annville, PA 17003"
1001114,PSY,18,3.58,5528 Q St,Annville,PA,17003,"5528 Q St, Annville, PA 17003"
1001115,EDU,31,3.42,41 U St,Annville,PA,17003,"41 U St, Annville, PA 17003"
1001116,BIO,101,2.75,4032 Y St,Annville,PA,17003,"4032 Y St, Annville, PA 17003"
1001117,EDU,58,2.77,4895 K St,Annville,PA,17003,"4895 K St, Annville, PA 17003"
1001118,BIO,57,3.06,7820 B St,Annville,PA,17003,"7820 B St, Annville, PA 17003"
1001119,BIO,58,3.37,3719 G St,Annville,PA,17003,"3719 G St, Annville, PA 17003"
1001120,ASC,101,3.45,9903 R St,Annville,PA,17003,"9903 R St, Annville, PA 17003"
1001121,PSY,59,2.97,2465 P St,Annville,PA,17003,"2465 P St, Annville, PA 17003"
1001122,ASC,85,2.93,2038 S St,Annville,PA,17003,"2038 S St, Annville, PA 17003"
1001123,ASC,87,2.43,8452 N St,Annville,PA,17003,"8452 N St, Annville, PA 17003"
1001124,BUS,57,3.25,5654 S St,Annville,PA,17003,"5654 S St, Annville, PA 17003"
1001125,POL,73,2.94,2458 U St,Annville,PA,17003,"2458 U St, Annville, PA 17003"
1001126,BUS,17,3.43,9339 S St,Annville,PA,17003,"9339 S St, Annville, PA 17003"
1001127,PSY,44,3.15,9748 C St,Annville,PA,17003,"9748 C St, Annville, PA 17003"
1001128,CDS,14,3.13,9359 Y St,Annville,PA,17003,"9359 Y St, Annville, PA 17003"
1001129,HIS,58,3.89,5406 M St,Annville,PA,17003,"5406 M St, Annville, PA 17003"
1001130,PSY,73,3.75,9198 Q St,Annville,PA,17003,"9198 Q St, Annville, PA 17003"
1001131,PHY,86,2.86,1867 M St,Annville,PA,17003,"1867 M St, Annville, PA 17003"
1001132,MAS,61,2.72,2818 Z St,Annville,PA,17003,"2818 Z St, Annville, PA 17003"
1001133,BUS,72,2.09,5889 F St,Annville,PA,17003,"5889 F St, Annville, PA 17003"
1001134,EDU,30,3.53,7231 J St,Annville,PA,17003,"7231 J St, Annville, PA 17003"
1001135,EDU,45,3.65,2949 F St,Annville,PA,17003,"2949 F St, Annville, PA 17003"
